Haul,Header,CruiseLocalID,HaulGear,HaulNumber,HaulStationName,HaulStartTime,HaulDuration,HaulValidity,HaulStartLatitude,HaulStartLongitude,HaulStopLatitude,HaulStopLongitude,HaulStatisticalRectangle,HaulMinTrawlDepth,HaulMaxTrawlDepth,HaulBottomDepth,HaulDistance,HaulNetopening,HaulCodendMesh,HaulSweepLength,HaulGearExceptions,HaulDoorType,HaulWarpLength,HaulWarpDiameter,HaulWarpDensity,HaulDoorSurface,HaulDoorWeight,HaulDoorSpread,HaulWingSpread,HaulBuoyancy,HaulKiteArea,HaulGroundRopeWeight,HaulRigging,HaulTickler,HaulHydrographicStationID,HaulTowDirection,HaulSpeedGround,HaulSpeedWater,HaulWindDirection,HaulWindSpeed,HaulSwellDirection,HaulSwellHeight,HaulLogDistance,HaulStratum
Haul,Record,352-1002-2021412,PEL,2970,297,2021-07-06T08:04,30,V,65.8525,-26.847,65.8553,-26.9292,,0,0,439,4074,32.9,40,134,,,301,,,,,,,,,,,,,232,4.4,,180,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,2980,298,2021-07-06T11:46,20,V,66.0847,-26.5928,66.0817,-26.5502,,200,200,450,2037,40,40,134,,,635,,,,,,,,,,,,,100,3.3,,180,4,,,,SURF
Haul,Record,352-1002-2021412,PEL,2990,299,2021-07-07T05:18,30,V,66.3842,-24.493,66.3477,-24.5103,,0,0,93,4630,34.1,40,134,,,309,,,,,,,,,,,,,236,5,,200,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3000,300,2021-07-07T22:24,30,V,66.9473,-22.0963,66.9773,-22.1032,,0,0,186,4630,31.9,40,134,,,314,,,,,,,,,,,,,270,5,,110,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3010,301,2021-07-08T08:40,30,V,67.9965,-22.0628,67.9762,-22.1597,,0,0,819,4630,46.7,40,134,,,299,,,,,,,,,,,,,208,5.1,,250,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3020,302,2021-07-08T18:42,30,V,68.5428,-19.6462,68.5385,-19.7298,,0,0,1188,4260,45.5,40,134,,,296,,,,,,,,,,,,,214,4.7,,200,12,,,,SURF
Haul,Record,352-1002-2021412,PEL,3030,303,2021-07-09T03:15,30,V,67.4665,-19.6932,67.483,-19.779,,0,0,359,4815,34.9,40,134,,,302,,,,,,,,,,,,,2,5.2,,230,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3040,304,2021-07-09T11:13,30,V,66.4238,-19.6833,66.4547,-19.6502,,0,0,253,4630,33.9,40,134,,,301,,,,,,,,,,,,,316,5.1,,990,3,,,,SURF
Haul,Record,352-1002-2021412,PEL,3050,305,2021-07-09T23:59,30,V,66.956,-17.178,66.9282,-17.1372,,0,0,242,4445,32.7,40,134,,,299,,,,,,,,,,,,,55,4.9,,90,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3060,306,2021-07-10T08:02,31,V,68.043,-17.1733,68.0183,-17.1092,,0,0,1280,4445,32,40,134,,,301,,,,,,,,,,,,,75,4.9,,90,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3070,307,2021-07-10T16:18,30,V,69.104,-17.1658,69.0687,-17.1505,,0,0,1194,5000,31.9,40,134,,,317,,,,,,,,,,,,,104,5.4,,70,6,,,,SURF
Haul,Record,352-1002-2021412,PEL,3080,308,2021-07-10T22:43,30,V,69.0647,-15.7787,69.099,-15.784,,0,0,1110,4630,31.5,40,134,,,316,,,,,,,,,,,,,55,5,,50,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3090,309,2021-07-11T06:31,30,V,69.131,-12.9967,69.1655,-13.0088,,0,0,1834,4630,33.3,40,134,,,322,,,,,,,,,,,,,55,5,,90,6,,,,SURF
Haul,Record,352-1002-2021412,PEL,3100,310,2021-07-11T14:07,31,V,69.1538,-10.25,69.183,-10.3063,,0,0,2176,4815,31.5,40,134,,,316,,,,,,,,,,,,,30,5.3,,990,2,,,,SURF
Haul,Record,352-1002-2021412,PEL,3110,311,2021-07-12T03:23,31,V,68.2435,-8.8485,68.2202,-8.8942,,0,0,905,4630,34.1,40,134,,,299,,,,,,,,,,,,,130,5,,990,3,,,,SURF
Haul,Record,352-1002-2021412,PEL,3120,312,2021-07-12T10:53,30,V,68.2457,-11.6843,68.2162,-11.6455,,0,0,1817,4630,30,40,134,,,322,,,,,,,,,,,,,224,5,,160,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3130,313,2021-07-12T18:28,31,V,68.1902,-14.36,68.1632,-14.3023,,0,0,1320,4815,31,40,134,,,306,,,,,,,,,,,,,208,5.3,,990,1,,,,SURF
Haul,Record,352-1002-2021412,PEL,3140,314,2021-07-13T06:14,30,V,67.3393,-15.3668,67.3742,-15.3673,,0,0,445,4630,33,40,134,,,319,,,,,,,,,,,,,57,5,,110,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3150,315,2021-07-13T14:06,30,V,67.4012,-12.8092,67.4253,-12.8628,,0,0,1698,4815,28,40,134,,,307,,,,,,,,,,,,,43,5.2,,290,4,,,,SURF
Haul,Record,352-1002-2021412,PEL,3160,316,2021-07-13T21:55,31,V,67.3868,-10.3598,67.3577,-10.3332,,0,0,1690,4630,32,40,134,,,324,,,,,,,,,,,,,230,5,,200,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3170,317,2021-07-14T05:26,30,V,67.3632,-7.7045,67.3463,-7.636,,0,0,1760,4630,35,40,134,,,319,,,,,,,,,,,,,206,5,,180,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3180,318,2021-07-14T09:00,60,V,67.3577,-6.7518,67.3538,-6.594,,180,180,2900,6852,38,40,134,,,601,,,,,,,,,,,,,93,3.7,,180,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3190,319,2021-07-14T19:36,30,V,66.5093,-9.0915,66.4782,-9.0455,,0,0,1389,4815,32,40,134,,,337,,,,,,,,,,,,,225,5.2,,990,3,,,,SURF
Haul,Record,352-1002-2021412,PEL,3200,320,2021-07-15T03:33,30,V,66.531,-11.5903,66.4987,-11.6105,,0,0,1329,4630,33,40,134,,,319,,,,,,,,,,,,,270,5,,270,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3210,321,2021-07-15T11:36,30,V,66.4935,-14.1053,66.4625,-14.1257,,0,0,122,4815,27.7,40,134,,,331,,,,,,,,,,,,,264,5.2,,990,3,,,,SURF
Haul,Record,352-1002-2021412,PEL,3220,322,2021-07-15T18:56,30,V,65.6265,-12.6667,65.6443,-12.5967,,0,0,249,5000,35,40,134,,,316,,,,,,,,,,,,,135,5.4,,180,14,,,,SURF
Haul,Record,352-1002-2021412,PEL,3230,323,2021-07-17T00:46,30,V,63.896,-15.315,63.8682,-15.2497,,0,0,113,4815,35,40,134,,,307,,,,,,,,,,,,,,5.2,,250,13,,,,SURF
Haul,Record,352-1002-2021412,PEL,3240,324,2021-07-17T07:06,30,V,63.3173,-15.3492,63.278,-15.3412,,0,0,1475,4815,42,40,134,,,316,,,,,,,,,,,,,,5.2,,270,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3250,325,2021-07-17T12:26,60,V,62.8027,-15.269,62.863,-15.2835,,150,169,1850,6852,30,40,13,,,625,,,,,,,,,,,,,,3.7,,270,11,,,,SURF
Haul,Record,352-1002-2021412,PEL,3260,326,2021-07-17T15:47,31,V,62.7405,-15.2918,62.7175,-15.2358,,0,0,1953,5000,32,40,134,,,334,,,,,,,,,,,,,210,5.4,,270,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3270,327,2021-07-17T23:06,30,V,63.0475,-16.4067,63.0105,-16.3865,,0,0,1552,4815,31,40,134,,,329,,,,,,,,,,,,,222,5.2,,250,11,,,,SURF
Haul,Record,352-1002-2021412,PEL,3280,328,2021-07-18T04:38,30,V,63.6117,-16.3757,63.5857,-16.3277,,0,0,101,4630,31.7,40,134,,,322,,,,,,,,,,,,,215,5,,250,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3290,329,2021-07-18T12:56,30,V,63.3068,-17.4667,63.2822,-17.4068,,0,0,132,5186,30,40,134,,,312,,,,,,,,,,,,,193,5.6,,230,14,,,,SURF
Haul,Record,352-1002-2021412,PEL,3300,330,2021-07-18T18:46,30,V,62.7135,-17.3822,62.7148,-17.3082,,0,0,1728,5186,27,40,134,,,317,,,,,,,,,,,,,164,5.6,,250,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3310,331,2021-07-19T01:40,30,V,63.025,-18.55,62.9878,-18.5572,,0,0,1298,4815,34,40,134,,,319,,,,,,,,,,,,,243,5.2,,270,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3320,332,2021-07-19T09:34,30,V,63.3358,-19.626,63.3018,-19.6292,,0,0,705,4815,32,40,134,,,317,,,,,,,,,,,,,277,5.2,,290,11,,,,SURF
Haul,Record,352-1002-2021412,PEL,3330,333,2021-07-19T12:22,61,V,63.2062,-19.5478,63.2678,-19.5403,,300,300,350,6852,28,40,134,,,1050,,,,,,,,,,,,,360,3.7,,290,11,,,,SURF
Haul,Record,352-1002-2021412,PEL,3340,334,2021-07-19T17:40,30,V,62.7675,-19.5138,62.7848,-19.5718,,0,0,1577,4815,30,40,134,,,331,,,,,,,,,,,,,17,5.2,,290,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3350,335,2021-07-19T23:49,30,V,63.0377,-20.6933,63.0023,-20.7288,,0,0,781,5000,34,40,134,,,327,,,,,,,,,,,,,260,5.4,,290,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3360,336,2021-07-20T10:51,30,V,63.3468,-21.6547,63.3703,-21.7022,,0,0,158,5000,35,40,134,,,311,,,,,,,,,,,,,50,5.4,,290,10,,,,SURF
Haul,Record,352-1002-2021412,PEL,3370,337,2021-07-20T14:10,60,V,63.0577,-21.6925,62.9967,-21.6927,,300,330,700,6852,28,40,134,,,1030,,,,,,,,,,,,,179,3.7,,270,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3380,338,2021-07-20T17:53,30,V,62.7313,-21.5952,62.7002,-21.6193,,0,0,1204,4630,33,40,134,,,297,,,,,,,,,,,,,110,5,,250,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3390,339,2021-07-21T00:21,30,V,63.024,-22.7965,62.9913,-22.779,,0,0,821,4630,34,40,134,,,321,,,,,,,,,,,,,228,5,,250,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3400,340,2021-07-21T02:11,73,V,63.1078,-22.7605,63.18,-22.7588,,209,246,580,8149,28,40,134,,,603,,,,,,,,,,,,,0,3.7,,230,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3410,341,2021-07-21T07:20,30,V,63.5977,-22.7875,63.5718,-22.728,,0,0,197,4815,32.3,40,134,,,324,,,,,,,,,,,,,189,5.2,,200,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3420,342,2021-07-21T13:50,30,V,63.0065,-23.3228,62.9863,-23.2787,,0,0,1013,4630,33,40,134,,,326,,,,,,,,,,,,,226,5,,230,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3430,343,2021-07-21T18:10,61,V,63.0348,-24.3585,63.0362,-24.486,,250,250,400,6482,28,40,134,,,838,,,,,,,,,,,,,270,3.5,,200,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3440,344,2021-07-21T22:17,30,V,63.0132,-25.1,62.9932,-25.0258,,0,0,587,5000,33,40,134,,,321,,,,,,,,,,,,,171,5.4,,180,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3450,345,2021-07-22T05:19,30,V,63.0245,-26.9297,63.0233,-26.8537,,0,0,1358,4630,34,40,134,,,327,,,,,,,,,,,,,159,5.1,,160,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3460,346,2021-07-22T12:25,30,V,63.041,-28.8298,63.0153,-28.8327,,0,0,1794,4815,29,40,134,,,326,,,,,,,,,,,,,288,5.2,,180,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3470,347,2021-07-22T19:10,30,V,62.9865,-30.673,62.9592,-30.6615,,0,0,2454,5186,29.2,40,134,,,317,,,,,,,,,,,,,,5.5,,200,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3480,348,2021-07-23T04:25,30,V,63.7285,-29.87,63.702,-29.9235,,0,0,2001,4815,32,40,134,,,321,,,,,,,,,,,,,282,5.2,,230,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3490,349,2021-07-23T07:38,60,V,63.7325,-29.1177,63.7353,-28.9687,,100,100,1780,7408,32,40,134,,,376,,,,,,,,,,,,,87,4,,250,4,,,,SURF
Haul,Record,352-1002-2021412,PEL,3500,350,2021-07-23T12:14,30,V,63.7455,-27.8675,63.7725,-27.8457,,0,0,1388,4815,31,40,134,,,316,,,,,,,,,,,,,100,5.2,,270,4,,,,SURF
Haul,Record,352-1002-2021412,PEL,3510,351,2021-07-23T17:41,65,V,63.7667,-26.449,63.7645,-26.6012,,310,310,500,7038,28,40,134,,,929,,,,,,,,,,,,,273,3.8,,160,6,,,,SURF
Haul,Record,352-1002-2021412,PEL,3520,352,2021-07-23T21:30,30,V,63.7383,-25.9897,63.742,-25.9117,,0,0,316,4630,32,40,134,,,327,,,,,,,,,,,,,142,5,,160,5,,,,SURF
Haul,Record,352-1002-2021412,PEL,3530,353,2021-07-24T04:06,30,V,63.7357,-24.1705,63.7228,-24.1048,,0,0,151,4260,33,40,134,,,324,,,,,,,,,,,,,182,4.7,,180,9,,,,SURF
Haul,Record,352-1002-2021412,PEL,3540,354,2021-07-24T12:39,30,V,64.4385,-23.2257,64.418,-23.1745,,0,0,143,5000,27,40,134,,,322,,,,,,,,,,,,,218,5.4,,180,6,,,,SURF
Haul,Record,352-1002-2021412,PEL,3550,355,2021-07-24T19:24,30,V,64.4725,-25.139,64.4545,-25.0897,,0,0,238,4815,30,40,134,,,321,,,,,,,,,,,,,221,5.1,,250,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3560,356,2021-07-25T02:04,31,V,64.4607,-27.0192,64.4352,-26.9577,,0,0,408,4815,33.2,40,134,,,319,,,,,,,,,,,,,193,5.2,,230,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3570,357,2021-07-25T03:53,60,V,64.4845,-27.0167,64.4828,-27.1407,,270,400,592,5926,27,40,134,,,787,,,,,,,,,,,,,268,3.2,,200,8,,,,SURF
Haul,Record,352-1002-2021412,PEL,3580,358,2021-07-25T10:32,30,V,64.4707,-28.8508,64.5045,-28.8628,,0,0,1383,5186,30,40,134,,,332,,,,,,,,,,,,,66,5.6,,90,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3590,359,2021-07-25T17:20,31,V,65.1912,-27.9705,65.2228,-27.961,,0,0,877,5186,32,40,134,,,324,,,,,,,,,,,,,86,5.6,,90,7,,,,SURF
Haul,Record,352-1002-2021412,PEL,3600,360,2021-07-26T00:13,30,V,65.2107,-25.9622,65.2412,-25.9277,,0,0,139,4815,33.4,40,134,,,324,,,,,,,,,,,,,88,5.2,,990,2,,,,SURF
